"signature","libraryName","placeName","allAuthorNames","allNotes","place"
"lat. X. 55 (3743)","Biblioteca nazionale Marciana","Venezia","Iohannes Boccaccius","Scrittura umanistica di unica mano. Presenza di numerose note apposte entro la prima metà del
XV secolo al testo del Boccaccio, soprattutto nei margini del De fluminibus. Il codice è sottoscritto
a f. 71ra: «scriptum per me Balthazarum de Praga de anno MCCCXXII in vigilia natalis Christi ante
meridiem». Una glossa al f. 24r testimonia la conoscenza diretta dei luoghi descritti da parte del
glossatore che, seguendo l’esplicito invito del Certaldese a completare il repertorio
geografico laddove fosse stato mancante di informazioni, aggiunge quanto più gli
interessa.","http://www.wikidata.org/entity/Q641"
"lat. X. 73 (3445)","Biblioteca nazionale Marciana","Venezia","Franciscus Pipinus","Il manoscritto cartaceo è formato da I-IV, 76, I ff. con numerazione antica in cifre arabe rosse e moderna a matita, fascicolazione: I (4), II-VII (10), VIII (10-4), misura 295x215 mm.  La rilegatura è in pelle. ","http://www.wikidata.org/entity/Q641"
"lat. XIV. 231 (4342)","Biblioteca nazionale Marciana","Venezia","Franciscus Petrarcha","Il codice, delle dimensioni di 280x215, presenta guardie membranacee ed è
rubricato. E' costituito nella sua interezza da testi di Petrarca così distribuiti:
Rerum senilium libri: 188r-203r
Itinerarium breve de Ianua usque ad Ierusalem et Terram Sanctam: 203v-211r
Epystole [olim «Epistole metrice»]: 211v-213v
Rerum memorandarum libri: 213v","http://www.wikidata.org/entity/Q641"
"lat. XIV. 43 (4226)","Biblioteca nazionale Marciana","Venezia","Odoricus de Portu Naonis","Il manoscritto membranaceo è formato da 171 ff. e misura 275x205 mm. Il codice trasmette opere di genere morale, epistolare, religiosi e la Relatio di Odorico da Pordenone che appartiene alla fase B, gruppo r. Sono presenti note marginali, che costituiscono un sommario dei nomi geografici citati nel testo. Probabilmente esemplato in Italia, il manoscritto proviene dal fondo Farsetti. ","http://www.wikidata.org/entity/Q641"
"lat. XIV.198 (4495)","Biblioteca nazionale Marciana","Venezia","Johannes Presbyter","Il manoscritto riporta la redazione B dell'Epistola, ma solo fino al paragrafo 78. ","http://www.wikidata.org/entity/Q641"
"lat. Z. 474 (1995)","Biblioteca nazionale Marciana","Venezia","Iohannes Boccaccius","Il manoscritto è stato redatto in scrittura gotica con alcune note nei margini con riferimento alle fonti (almeno in tre casi viene
citato «Scothus cosmographus»); presenza delle rubriche incipitarie. Sottoscrizione del copista a f.
54ra: «Deo gratias. Amen. Per Henricum de Nuremberg».
Il manoscritto è pervenuto alla Biblioteca a seguito della donazione del patrizio veneto Giambattista Recanati (1687-1734).
CARME SULL’ARNO Rupibus ex dextris assente","http://www.wikidata.org/entity/Q641"
"lat.XIV.264 (4296)","Biblioteca nazionale Marciana","Venezia","Johannes Presbyter","Il manoscritto trasmette due copie dell'Epistola del Prete Gianni, la prima (ff.37v,35r-35v, 38r) riporta la redazione B, la seconda (ff.48v-52r), la versione di Hildesheim.","http://www.wikidata.org/entity/Q641"
"38 H ","Museo Leone","Vercelli","Benedictus Cochorella ","Il manoscritto cartaceo misura 145x192 mm, si compone di 43 ff e trasmette diversi testi, tutti legati all'esaltazione e all'elogio dell'Opus Tremitanum, tra cui gli epigrammi di Girolamo Vida, vescovo di Alba, e di Mercurino Ranzo, vercellese attivo nel Comune della sua città e parente di Mercurino Arborio di Gattinara, consigliere di Carlo V. Il manoscritto trasmette inoltre due epistole di Benedetto Cocorella, una indirizzata a Stefano Giovanni Ferrero, vescovo di Vercelli e poi di Bologna, e l'altra all'abate Matteo, capo dell'abbazia di Santa Maria nell'isola di San Nicola alle Tremiti, per cui Cocorella scrisse il testo. ","http://www.wikidata.org/entity/Q5990"
"CCCXVII","Biblioteca capitolare di Verona","Verona","Opus sine auctore","Il manoscritto cartaceo è composto da 38 ff. Esemplato a Verona dal copista Felice Feliciano (f. 1r: Questo presente libretto è di me Felice Feliciano da Verona scripto del anno 1458 del mese di marzo), trasmette la Disputatio contra Judaeos di Paschalis Romanus, l'Itinerarium Terrae Sanctae e subito dopo un frammanto del Tractatus.","http://www.wikidata.org/entity/Q2028"
"CCLIX","Biblioteca capitolare di Verona","Verona","Alexander Ariostus","Il manoscritto membranaceo è formato da 48 ff. e misura 250x185 mm. ","http://www.wikidata.org/entity/Q2028"
"74","Vesoul, Biblioteca Municipale","Vesoul","Johannes Presbyter","Il manoscritto cartaceo è formato da 250 ff. e misura 220x106 mm. Il codice trasmette prevalentemente testi religiosi e riporta l'Epistola del Prete Gianni nella versione di Hildesheim. ","http://www.wikidata.org/entity/Q203309"
"107 (Hübl 96)","  Wien, Schottenkloster, Stiftsbibliothek","Vienna","Burchardus de Monte Sion","Il manoscritto cartaceo è formato da 283 ff. e misura 280x205 mm. Il codice è composto da sei parti, esemplate tra il XIV e il XV secolo. La Descriptio di Burcardo da Monte Sion, riporta nella redazione breve, è parte della prima unità","http://www.wikidata.org/entity/Q1741"
"1008 (Salisb. 178)","Biblioteca Nazionale Austriaca","Vienna","Opus sine auctore","Il manoscritto composito e membranaceo è formato da 191 ff. e misura 268x176 mm. Posseduto dalla Biblioteca Capitolare di Salisburgo, trasmette testi di sant'Agostino, san Girolamo, san Gregorio Magno, Eucherio di Lione e altri scritti di carattere religioso. ","http://www.wikidata.org/entity/Q1741"
"12761","Biblioteca Nazionale Austriaca","Vienna","Johannes Presbyter","Il manoscritto cartaceo è formato da 191 ff. e misura 220x150 mm. Il codice riporta la redazione C dell'Epistola. ","http://www.wikidata.org/entity/Q1741"
"12823 (Suppl. 16)","Biblioteca Nazionale Austriaca","Vienna","Franciscus Pipinus","Il manoscritto membranaceo consta di 228 ff e misura 205x155 mm. Esemplato in Germania durante il XV secolo, trasmette anche Iacobus de Vitriaco, Historia Hierosolymitana abbreviata, ff. 101v-228v. ","http://www.wikidata.org/entity/Q1741"
"12825","Biblioteca Nazionale Austriaca","Vienna","Dicuil Hibernicus","Il manoscritto membranaceo è formato da 119 ff. e misura 204x140 mm. Il codice è una copia di Oxford, Bodleian Library, Canon. Miscell. 378. ","http://www.wikidata.org/entity/Q1741"
"1490","Biblioteca Nazionale Austriaca","Vienna","Johannes Presbyter","Il manoscritto membranaceo è formato da II, 142 ff. e misura 310x220 mm. Esemplato a Salzburg, il codice riporta una versione abbreviata dell'Epistola. ","http://www.wikidata.org/entity/Q1741"
"1628","Biblioteca Nazionale Austriaca","Vienna","Burchardus de Monte Sion","Il manoscritto membranaceo è formato da 98 ff. e misura 235x166 mm. Il testo è disposto su due colonne. Il codice trasmette la Summa confessorum di Thomas de Chobham, la Vita Adae et Evae e la Descriptio di Burcardo da Monte Sion nella redazione lunga. ","http://www.wikidata.org/entity/Q1741"
"2217","Biblioteca Nazionale Austriaca","Vienna","Sanctus Brendanus","Il manoscritto membranaceo è formato da 115 ff. e misura 225x165 mm. Esemplato in Austria, è formato da quattro unità codicologiche: la Navigatio fa parte della terza, risalente al XIV secolo, insieme alla Vita sancti Wolfkangi. ","http://www.wikidata.org/entity/Q1741"
"2373","Biblioteca Nazionale Austriaca","Vienna","Johannes Presbyter","Il manoscritto membranaceo è formato da II, 169 ff. e misura 280x195 mm. Il codice trasmette testi di Alberto Magno, le epistole di Bertholdus de Tuttelingen, la Responsio Clementis papae, l'Epistola Baldach Soldani regi ultramarino, Maradach Soldanus, l'Epistola ecclesiae orientalis sub nomine Godefridi de Bouillon ad papam e il testo dell'Epistola nella redazione B. ","http://www.wikidata.org/entity/Q1741"
"2432","Biblioteca Nazionale Austriaca","Vienna","Opus sine auctore","Il manoscritto membranaceo è formato da I, 43, I' ff. e misura 240x160 mm. Trasmette inoltre un estratto del De locis sanctis di Beda, l'Epistola Alexandri ad Aristotelem e l'itinerarium in loca sancta del monaco Bernardo Franco. ","http://www.wikidata.org/entity/Q1741"
"2511","Biblioteca Nazionale Austriaca","Vienna","Johannes Presbyter","Il manoscritto membranaceo è formato da 161 ff. e misura 165/170x115/120 mm. Esemplato a Vienna, il manoscritto trasmette opere di Bonaventura di Bagnoregio, testi religiosi e teologici e l'Epistola del Prete Gianni nella redazione B. ","http://www.wikidata.org/entity/Q1741"
"253","Biblioteca Nazionale Austriaca","Vienna","Johannes Presbyter","Il manoscritto riporta la redazione C dell'Epistola. ","http://www.wikidata.org/entity/Q1741"
"3130","Biblioteca Nazionale Austriaca","Vienna","Johannes Presbyter","Il manoscritto cartaceo è formato da 165 ff. e misura 305x207 mm. Il codice trasmette il testo dell'Epistola in una versione più ampia basata sulla redazione B. ","http://www.wikidata.org/entity/Q1741"
"322","Biblioteca Nazionale Austriaca","Vienna","Johannes Presbyter","Il manoscritto composito e membranaceo è formato da 257 ff. e misura 410x95 mm. Probabilmente esemplato a Bologna, il codice riporta opere di Seneca, Innocenzo III, Pietro Alfonsi, Albertano da Brescia e l'Epistola del Prete Gianni. ","http://www.wikidata.org/entity/Q1741"
"3341","Biblioteca Nazionale Austriaca","Vienna","Burchardus de Monte Sion","Il manoscritto cartaceo è formato da 81 ff. e misura 310x210/215 mm. Il codice trasmette la Descriptio nella redazione breve, il De vita et moribus philosophorum veterum di Gualtherus Burlaeus, il Liber secretorum attribuito ad Aristotele e l'Historia trium magorum sive regum di Joannes de Hildesheim. ","http://www.wikidata.org/entity/Q1741"
"3359","Biblioteca Nazionale Austriaca","Vienna","Odoricus de Portu Naonis","Il manoscritto membranaceo e cartaceo è formato da 179 ff. e misura 294x215 mm. Il codice è parzialmente datato al 1462. Il codice trasmette principalmente testi religiosi e la Relatio di Odorico da Pordenone che segue la fase B, red. D.  ","http://www.wikidata.org/entity/Q1741"
"3497","Biblioteca Nazionale Austriaca","Vienna","Franciscus Pipinus","Il manoscritto cartaceo è formato da 115 ff. e misura 220x145 mm. Esemplato in Germania, trasmette anche Rudbertus Monachus, Historia Hierosolymitana, ff. 1r-59v. ","http://www.wikidata.org/entity/Q1741"
"362","Biblioteca Nazionale Austriaca","Vienna","Iohannes de Plano Carpini","Il manoscritto membranaceo è formato da 241 ff. e misura 340x250 mm con il testo disposto su due colonne. Esemplato nell'abbazia di Lilienfeld da Christianus Campililiensis, il manoscritto trasmette testi teologici e storici e riporta la prima redazione dell'Historia Mongalorum, priva del nono capitolo e delle successive aggiunte al testo. ","http://www.wikidata.org/entity/Q1741"
"369","Biblioteca Nazionale Austriaca","Vienna","Rorgus Fretellus de Nazareth","Il manoscritto membranaceo è formato da 53 ff. e misura 345x245-250 mm. Il codice trasmette testi geografici, come il Provinciale Romanum e il Liber di Rorgo Fretellus nella versione Henric-Sdyck, testi storici, come il Chronicon di Martin Polono, estratti di Eusebio e Flavio Giuseppe, inni latini. ","http://www.wikidata.org/entity/Q1741"
"413","Biblioteca Nazionale Austriaca","Vienna","Johannes Presbyter","Il manoscritto membranaceo è formato da 197 ff. Proveniente dal monastero benedettino di Niederaltaich, il codice trasmette il testo dell'Epistola nella redazione E. ","http://www.wikidata.org/entity/Q1741"
"4459 (Theol. 286)","Biblioteca Nazionale Austriaca","Vienna","Odoricus de Portu Naonis","Il manoscritto cartaceo è formato da 200 ff. Il codice trasmette testi di vario genere, satirici, teologici, morali, medici e geografici, tra cui la Relatio di Odorico da Pordenone nella fase C, red. R. Sono presenti molte correzioni e aggiunte al testo. ","http://www.wikidata.org/entity/Q1741"
"4739","Biblioteca Nazionale Austriaca","Vienna","Burchardus de Monte Sion","Il manoscritto cartaceo è formato da 289 ff. e misura 213x145 mm. Il codice fu esemplato a Brno nel 1459 e il 17 marzo 1460 come riportato da due note (ff. 103r-212r), dai due copisti Iohannes Sacrista  (1459) e Iohannes Puf (1460). Il manoscritto fu posseduto dal monastero di Santa Trinità a Kralovo, come si legge al f. 1r: Iste liber domnus sancte trinitatis prope brunnam ordinis carthusiensis in Kunigsfel. Il codice trasmette testi di vario genere e riporta la Descriptio di Burcardo da Monte Sion nella redazione breve e mutila alla fine. ","http://www.wikidata.org/entity/Q1741"
"4761","Biblioteca Nazionale Austriaca","Vienna","Odoricus de Portu Naonis","Il manoscritto cartaceo è formato da 268 ff. e misura 205x150 mm. Il codice trasmette testi di vario genere, tra cui la Relatio di Odorico da Pordenone, contenuta nella fase B, red. D. ","http://www.wikidata.org/entity/Q1741"
"477","Biblioteca Nazionale Austriaca","Vienna","Sanctus Brendanus","Il manoscritto membranaceo è formato da 164 ff. e misura 265x171 mm con il testo disposto su due colonne. Trasmette le Vite dei Padri della Chiesa. ","http://www.wikidata.org/entity/Q1741"
"4852","Biblioteca Nazionale Austriaca","Vienna","Burchardus de Monte Sion","Il manoscritto cartaceo è formato da 200 ff. e misura 290x213 mm. Il testo è disposto su due colonne. Il codice fu esemplato in Boemia dal copista Wenceslaus de Jegerdorff. Trasmette prevalentemente testi teologici e riporta la Descriptio di Burcardo da Monte Sion nella redazione breve. ","http://www.wikidata.org/entity/Q1741"
"509","Biblioteca Nazionale Austriaca","Vienna","Burchardus de Monte Sion","Il manoscritto membranaceo è formato da 36 ff. e misura 242x172 mm. Esemplato in Austria, fu posseduto dal cancelliere Andreas Plankcht (m. 1435), che lo donò all'abbazia di Santa Dorotea di Vienna. Il codice riporta la Descriptio di Burcardo da Monte Sion nella redazione breve. ","http://www.wikidata.org/entity/Q1741"
"5363","Biblioteca Nazionale Austriaca","Vienna","Iohannes de Mandavilla","Il manoscritto cartaceo è formato da 115 ff. e trasmette anche il De amore di Andrea Cappellano. ","http://www.wikidata.org/entity/Q1741"
"563","Biblioteca Nazionale Austriaca","Vienna","Sanctus Brendanus","Il codice membranaceo è formato da 177 ff. Composto da quattro unità codicologiche, la Navigatio fa parte della seconda, risalente all'XI secolo. ","http://www.wikidata.org/entity/Q1741"
"579","Biblioteca Nazionale Austriaca","Vienna","Johannes Presbyter","Il manoscritto membranaceo è formato da 70 ff. e misura 210x120 mm. Il testo dell'Epistola è riportata nella redazione B. ","http://www.wikidata.org/entity/Q1741"
"795","Biblioteca Nazionale Austriaca","Vienna","Opus sine auctore","Il manoscritto membranaceo è formato da 204 ff. e misura 230x135 mm. Il codice fu esemplato probabilmente poco prima dell'800 nell'abbazia benedettina di Saint-Amand, scritto per l'arcivescovo di Salisburgo Arno (785-821); rimase nella biblioteca del Duomo di Salisburgo fino al 1806 e da lì passò poi alla biblioteca di corte di Vienna. Trasmette inoltre opere di Alcuino e la Notitia ecclesiarum urbis Romae.  *** Il manoscritto membranaceo è formato da 205 ff. e misura 230x135 mm. Il codice fu esemplato probabilmente nell'abbazia benedettina di Saint-Amand per l'arcivescovo Arn di Salisburgo (785-821) e dalla Biblioteca della Cattedrale della città giunse alla biblioteca di corte viennese dopo il 1806. Esemplato da circa 30 mani diverse, di cui tre principali, il codice riporta principalmente testi di Alcuino. ","http://www.wikidata.org/entity/Q1741"
"951","Biblioteca Nazionale Austriaca","Vienna","Johannes Presbyter","Il manoscritto membranaceo è formato da 192 ff. e misura 303x215 mm. Il codice fu esemplato nell'abbazia di Santa Maria di Windberg e fu commissionato dall'abate Gebehardus. Il manoscritto riporta le Collationes patrum di Johannes Cassianus, la Bulla anni 1177 di papa Alessandro III, un diploma del 1173 di Federico I e la redazione B dell'Epistola del Prete Gianni. ","http://www.wikidata.org/entity/Q1741"
